場所名稱,場所地址,區域代碼,緯度,經度,場所分類,場所類型,AED放置地點,AED地點描述
香港商世界健身事業有限公司台北木柵分公司,木柵路三段96號B1、B2,63000080,24.9885015,121.5672288,學校、大型集會場所,健身房,B1教練櫃台旁,B1教練櫃台旁
臺北市立福安國民中學,延平北路七段250號,63000110,25.102855,121.488071,學校、大型集會場所,國中,健康中心外走廊,健康中心外走廊
勞動部,松江路207號,63000040,25.05716156,121.5333292,其他,其他場所,1樓大廳服務台旁,1樓大廳服務台旁
佳齡診所,台北市大安區敦化南路一段205號B1,63000030,25.0399743,121.5486089,學校、大型集會場所,健身房,佳齡診所附設加力運醫,台北市大安區敦化南路一段2191號地下：地下1至8、地下之73、地下之84至85(佳齡診所附設加力運醫壺鈴區)
麗舍整形外科診所,基隆路二段172-1號6樓,63000030,25.02618,121.5541741,其他,其他場所,本院恢復室,恢復室
城市學校財團法人臺北城市科技大學,學園路2號,63000120,25.133617,121.468879,學校、大型集會場所,大專院校,愛園大樓2樓宿舍旁,愛園大樓2樓宿舍旁
中國文化大學 大恩館,華岡路55號,63000110,25.136543,121.538749,學校、大型集會場所,大專院校,大慈館 (女生宿舍),中國文化大學校本部大慈館(女生宿舍)1樓，進入大廳後右轉再左轉，AED位於左側。
士林203號公園,中山北路五段378巷26號,63000110,25.090522,121.530027,其他,其他場所,陽明山公園管理所,陽明山公園管理所
新生公園(閱覽室),新生北路3段105號,63000040,25.068582,121.529609,其他,其他場所,新生公園圓山所辦公室1樓,新生公園圓山所辦公室1樓閱覽室門口
B.P.Y220,忠孝東路四段220號10樓,63000030,25.041149,121.553232,學校、大型集會場所,健身房,場館大廳,"場館大廳進入後右轉即可看見
置掛於牆上"
中國文化大學 大恩館,華岡路55號,63000110,25.136543,121.538749,學校、大型集會場所,大專院校,大倫館 (男生宿舍),中國文化大學校本部大倫館(男生宿舍)1樓，舍監辦公室前。
臺北市政府工務局公園路燈工程管理處花卉試驗中心,仰德大道四段175巷32號,63000110,25.134983,121.54381,其他,其他場所,綠化教室,綠化教室
士林官邸公園,福林路60-1號,63000110,25.09458725,121.530248,觀光旅遊地區,地方政府主管風景區,駐衛警室,士林官邸入口旁駐衛警室
衛生福利部國民健康署台北辦公室,塔城街36號,63000060,25.051644,121.510316,其他,其他場所,1樓梯廳北側,衛生福利部國民健康署台北辦公室-台北市大同區塔城街36號1樓梯廳北側
臺北市南港運動中心,玉成街69號,63000090,25.048938,121.58184,學校、大型集會場所,健身中心,3樓籃球場,西側樓梯、室內消防栓旁
潤泰旭展股份有限公司(CITYLINK南港店),忠孝東路七段369號,63000090,25.05267019,121.6072083,大型購物場所,商場,B棟3樓服務台旁,B棟3樓服務台旁
臺北市中正區東門國民小學,仁愛路一段2-4號,63000050,25.038642,121.520876,其他,其他場所,前門川堂,前門川堂的右側牆壁上
萬海航運股份有限公司(松江辦公室),松江路136號9樓,63000040,25.053026,121.532776,其他,其他場所,10F大門左側,"位於10樓門口 , 供同仁及民眾使用"
萬海航運股份有限公司(內湖辦公室),新湖一路361號,63000100,25.06365669,121.5843356,其他,其他場所,新湖一路361號1F 大廳 Logo 旁,新湖一路361號1F 大廳 Logo 旁
萬華靜思堂,莒光路222號,63000070,25.031333,121.500265,其他,其他場所,大廳,大門進去電梯旁邊
臺北市內湖區內湖國民小學,內湖路2段41號,63000100,25.079126,121.580239,學校、大型集會場所,國小,一樓北側門警衛室旁,一樓北側門警衛室旁
森蒲有限公司（Energym),南京東路五段123巷1弄4號1F,63000010,25.051912,121.560518,學校、大型集會場所,健身房,店裡室內,店裡室內靠近擺放物品處
臺北市立中正國民中學,愛國東路158號,63000050,25.032339,121.522007,學校、大型集會場所,大專院校,大門口,進校門上階梯右側
50+健身薈,南京東路一段138號4樓,63000040,25.051807,121.5273834,學校、大型集會場所,健身房,門口櫃台左側,放置於櫃檯旁邊之AED專用櫃中
臺北市立永春高級中學,松山路654號,63000020,25.032801,121.578562,學校、大型集會場所,高中職,行政大樓1樓穿堂,行政大樓1樓穿堂
京庚健康世界股份有限公司101分公司,市府路45號6樓之2,63000020,25.033493,121.564101,學校、大型集會場所,健身房,6F教練櫃台右前方,京庚健康世界股份有限公司101分公司(11001 台北市信義區市府路45號6樓)
高絲旅股份有限公司漢口館,漢口街二段54號,63000070,25.045673,121.505792,其他,其他場所,台北市萬華區漢口街二段54號,諮詢台和總經理室旁邊
臺北市政府公務人員訓練處,萬美街2段21巷20號,63000080,25.004577,121.56104,其他,其他場所,B區-體育館,B區-體育館
臺北市文山老人服務暨日間照顧中心,興隆路2段88號1樓之3,63000080,25.00027763,121.5488165,其他,其他場所,中心內大廳,位於進門內中心大廳
好時光女生運動樂園(古亭樂園),南昌路二段53號1樓,63000050,25.0363,121.555713,學校、大型集會場所,健身房,櫃檯旁邊,放置於置物櫃上
奎山學校財團法人臺北市奎山實驗高級中等學校,明德路200號,63000120,25.111304,121.521025,學校、大型集會場所,高中職,健康中心,臺北市奎山實驗高級中等學校健康中心
臺北市士林區劍潭國民小學,通河街16號,63000110,25.079924,121.522887,其他,其他場所,川堂,川堂
臺北市立新興國民中學,林森北路511號,63000040,25.062062,121.526717,學校、大型集會場所,國中,臺北市立新興國民中學健康中心外走廊,臺北市立新興國民中學健康中心外走廊
臺北市文山區溪口國民小學,景福街225號,63000080,24.99413,121.538757,其他,其他場所,健康中心走廊,勤學樓一樓健康中心走廊
臺北市博嘉實驗國民小學,木柵路4段159巷14-1號,63000080,25.001764,121.57582,其他,其他場所,校門口警衛室內,校門口警衛室內於門口旁
臺北市中正區忠孝國民小學,忠孝東路二段101號,63000050,25.042927,121.531533,其他,其他場所,忠孝國小,2樓健康中心外牆
臺北市大同區永樂國民小學,延平北路二段266號,63000060,25.061297,121.511085,學校、大型集會場所,國小,一樓健康中心門口(靠近體育器材室),操場旁邊(感恩樓)，一樓健康中心前門右側，靠近體育器材室。
臺北市大同區蓬萊國民小學,寧夏路35號,63000060,25.056387,121.51571,其他,其他場所,臺北市大同區蓬萊國民小學太原門穿堂,太原門穿堂
臺北市濱江實驗國民中學,樂群二路262號,63000040,25.07955,121.56075,學校、大型集會場所,國中,文樓協和廣場,自動販賣機旁
臺北市士林區士林國民小學,大東路165號,63000110,25.095049,121.524608,其他,其他場所,士林國小健康中心,士林國小北棟健康中心
臺北市萬華區福星國民小學,中華路一段66號,63000070,25.046784,121.507931,其他,其他場所,健康中心,健康中心
麥克王運動訓練有公司,江南街65巷6號1樓,63000100,25.077287,121.578194,學校、大型集會場所,健身房,店內一樓,進門右前方
國立臺北護理健康大學,明德路365號,63000120,25.117539,121.520679,學校、大型集會場所,大專院校,學生餐廳一樓外,學生餐廳一樓外
臺北市南海發展中心,延平南路207號1、2樓,63000050,25.032802,121.507474,其他,其他場所,2樓交誼廳,AED機器放置於2樓交誼廳明顯處
臺北市立永春高級中學,松山路654號,63000020,25.032801,121.578562,學校、大型集會場所,高中職,活動中心1樓,永春高中活動中心1樓2號門
榕錦時光生活園區-遊客服務中心,金華街167號,63000030,25.0304773,121.5256839,觀光旅遊地區,文化園區,幸福逸居辦公室,AED放置於榕錦時光園區-幸福逸居辦公室內
華山1914文化創意產業園區,八德路一段一號,63000050,25.04413,121.529399,觀光旅遊地區,文化園區,遊客服務中心,遊客服務中心
臺北市立景興國民中學,景興路46巷2號,63000080,24.996187,121.544225,學校、大型集會場所,國中,體育組後門,操場附近
臺灣士林地方法院民事庭,民權東路六段91號,63000100,25.068942,121.590903,學校、大型集會場所,法院,1F法警室外面,民事庭大樓1F法警室外面
永豐餘消費品實業股份有限公司(臺北市),重慶南路二段51號(16F),63000050,25.035013,121.510282,其他,其他場所,台北市中正區重慶南路二段51號17F,永豐餘信誼大樓17F
信義就業服務站,福德街86號8樓,63000020,25.03772618,121.5819729,其他,其他場所,信義就業服務站,門口進入後左手邊職業訓練課程資訊上方
華山1914文化創意產業園區,八德路一段一號,63000050,25.04413,121.529399,觀光旅遊地區,文化園區,中4-2樓文化部小客廳外公共區,中4-2樓文化部小客廳外公共區 紅館前公共區
臺北市立北投國民中學,溫泉路62號,63000120,25.134939,121.50461,其他,其他場所,非營利幼兒園一樓,操場非營利幼兒園一樓
臺北市萬華龍山老人服務中心,梧州街36號3樓,63000070,25.037357,121.497388,其他,其他場所,中庭角落,放置於三樓中庭角落
臺北市南港區胡適國民小學,舊莊街1段一號,63000090,25.042389,121.617235,其他,其他場所,聯合辦公室外牆面上,"學生活動中心1樓,聯合辦公室外牆面上"
景美就業服務站,羅斯福路6段393號2樓,63000080,24.992148,121.54074,其他,其他場所,景美就業服務站,民眾電腦查詢區旁
臺北市鄉土教育中心,廣州街101號,63000070,25.036655,121.503279,其他,其他場所,服務台,鄉土教育中心服務台
全球人壽保險股份有限公司,市民大道六段288號4樓,63000020,25.049366,121.579005,其他,其他場所,4樓大廳,4樓大廳
臺北市中山區長安國民小學,吉林路15號,63000040,25.049769,121.530163,學校、大型集會場所,國小,本校活力新天地大樓1樓,本校活力新天地大樓1樓(附幼星星班)旁的側門牆壁邊
臺北市中山區懷生國民小學,安東街16巷2號,63000040,25.04524,121.541784,其他,其他場所,懷生國小健康中心走廊,校門進入直走經穿堂至健康中心走廊
臺北市中山區長春國民小學,長春路165號,63000040,25.054936,121.533901,其他,其他場所,信義樓一樓樓梯間,信義樓與忠孝樓交接處
臺北市南港區東新國民小學,興南街62號,63000090,25.054423,121.596285,其他,其他場所,信義樓及和平樓轉角處,集賢樓川堂一樓靠近健康中心門前
臺北市松山區三民國民小學,民權東路5段1號,63000010,25.063178,121.564286,其他,其他場所,三民國小校門口,三民國小校門口(民權東路五段)
臺北市內湖區明湖國民小學,康寧路三段105號,63000100,25.071323,121.610761,其他,其他場所,明湖國小警衛室,明湖國小警衛室
臺北市松山區民族國民小學,民生東路4段97巷7號,63000010,25.05935,121.551337,其他,其他場所,校門警衛室樓梯旁,校門警衛室樓梯旁
臺北市信義區光復國民小學,光復南路271號,63000020,25.04027,121.557853,其他,其他場所,明德樓一樓,學務處穿堂
臺北市內湖區麗山國民小學,港華街100號,63000100,25.083679,121.572465,其他,其他場所,前棟穿堂(進校門右側),前棟穿堂
臺北市中山區大直國民小學,大直街2號,63000040,25.080638,121.545851,其他,其他場所,健康中心前走廊,健康中心前走廊
美麗華城市發展股份有限公司(美麗華百樂園),敬業三路20號,63000040,25.083307,121.557165,大型購物場所,百貨業,本館2F,中央電梯(編號P1)旁
臺北市大安區建安國民小學,大安路二段99號(臺北市大安區建安國民小學),63000030,25.029397,121.54617,其他,其他場所,博思樓一樓學務處前的走廊,進入校門正面遠方即是博思樓，AED置於博思樓一樓學務處前的走廊，鄰近操場及遊戲場，學生或民眾常在此活動，且設置地點清楚
臺北市信義區興雅國民小學,基隆路一段83巷9號,63000020,25.046751,121.570022,學校、大型集會場所,國小,臺北市信義區興雅國民小學,藝文廣場
美麗華城市發展股份有限公司(美麗華百樂園),敬業三路20號,63000040,25.083307,121.557165,大型購物場所,百貨業,本館4F,中央電梯(編號P1)旁
臺北市內湖區潭美國民小學,行善路179號,63000100,25.059121,121.581583,其他,其他場所,健康中心外,"潭美國小校門口進來後右轉電梯旁,健康中心對面。"
美麗華城市發展股份有限公司(美麗華百樂園),敬業三路20號,63000040,25.083307,121.557165,大型購物場所,百貨業,本館B1,中央電梯(編號P1)旁
臺北市信義區吳興國民小學,松仁路226號,63000020,25.025743,121.568716,其他,其他場所,一樓電腦教室2的走廊,一樓電腦教室2 的走廊，近操場
美麗華城市發展股份有限公司(美麗華百樂園),敬業三路20號,63000040,25.083307,121.557165,大型購物場所,百貨業,本館1F,中央電梯(編號P1)旁
